"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"Lady Gaga",0,"dance",0.157,233901,233.901,"Least Popular",31,"More songs than average","Artist with more songs than average"
"MK",67,"dance",0.176,181365,181.365,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Lady Gaga",0,"dance",0.0367,140968,140.968,"Least Popular",31,"More songs than average","Artist with more songs than average"
"Diplo",68,"dance",0.0388,155495,155.495,"Most Popular",14,"More songs than average","Artist with more songs than average"
"Selena Gomez",0,"dance",0.0498,416293,416.293,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Selena Gomez",0,"dance",0.0593,186113,186.113,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Tiësto",11,"dance",0.177,129817,129.817,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Sia",1,"dance",0.0713,204707,204.707,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Katy Perry",3,"dance",0.0417,220227,220.227,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Katy Perry",0,"dance",0.0619,370373,370.373,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Katy Perry",0,"dance",0.0415,234000,234,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Katy Perry",0,"dance",0.043,362240,362.24,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Ava Max",73,"dance",0.0426,181648,181.648,"Most Popular",29,"More songs than average","Artist with more songs than average"
"Katy Perry",0,"dance",0.0484,182160,182.16,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Flo Milli",67,"dance",0.0979,195254,195.254,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Katy Perry",0,"dance",0.0562,198947,198.947,"Least Popular",14,"More songs than average","Artist with more songs than average"
"PNAU",71,"dance",0.171,183926,183.926,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Tiësto",83,"dance",0.183,153443,153.443,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Mimi Webb",76,"dance",0.131,141972,141.972,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Loud Luxury",68,"dance",0.054,161345,161.345,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Shawn Mendes",1,"dance",0.0918,167093,167.093,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Tiësto",73,"dance",0.0508,134880,134.88,"Most Popular",24,"More songs than average","Artist with more songs than average"
"ILLENIUM",69,"dance",0.0448,224615,224.615,"Most Popular",26,"More songs than average","Artist with more songs than average"
"Sabrina Carpenter",67,"dance",0.0339,185553,185.553,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Bebe Rexha",0,"dance",0.0349,153094,153.094,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Bebe Rexha",0,"dance",0.0999,164640,164.64,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Bebe Rexha",0,"dance",0.0365,182085,182.085,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Ashnikko",68,"dance",0.0598,148691,148.691,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Bebe Rexha",0,"dance",0.0375,167180,167.18,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Avicii",1,"dance",0.0579,246813,246.813,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Avicii",0,"dance",0.0346,171786,171.786,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Avicii",0,"dance",0.0429,181673,181.673,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Avicii",2,"dance",0.043,191248,191.248,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Popcaan",72,"dance",0.275,245241,245.241,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Ella Mai",67,"dance",0.157,206429,206.429,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Charlie Puth",17,"dance",0.0324,154487,154.487,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Avicii",0,"dance",0.0363,204375,204.375,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Ashnikko",66,"dance",0.159,138299,138.299,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Charlie Puth",0,"dance",0.14,217707,217.707,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Mimi Webb",72,"dance",0.0456,176989,176.989,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Tove Lo",73,"dance",0.0518,193382,193.382,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Sean Paul",0,"dance",0.113,210923,210.923,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Zara Larsson",78,"dance",0.11,196940,196.94,"Most Popular",5,"More songs than average","Artist with more songs than average"
"Mariah Carey",70,"dance",0.0478,164667,164.667,"Most Popular",5,"More songs than average","Artist with more songs than average"
"Ava Max",0,"dance",0.11,190319,190.319,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Ava Max",1,"dance",0.0355,178010,178.01,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",1,"dance",0.0959,274480,274.48,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",0,"dance",0.0265,289493,289.493,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",0,"dance",0.0727,318107,318.107,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",1,"dance",0.0663,307640,307.64,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",3,"dance",0.0949,284387,284.387,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",0,"dance",0.0993,268840,268.84,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",0,"dance",0.0819,272773,272.773,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Robin Schulz",1,"dance",0.0378,209208,209.208,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Robin Schulz",2,"dance",0.0716,208222,208.222,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Robin Schulz",0,"dance",0.063,187126,187.126,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Robin Schulz",0,"dance",0.149,174000,174,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Akon",0,"dance",0.0341,235267,235.267,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Akon",2,"dance",0.039,293053,293.053,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",0,"dance",0.196,238933,238.933,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",2,"dance",0.0675,217667,217.667,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",0,"dance",0.0732,162820,162.82,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",0,"dance",0.0816,229526,229.526,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Chlöe",65,"dance",0.0778,156073,156.073,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Robin Schulz",0,"dance",0.0359,157619,157.619,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Robin Schulz",0,"dance",0.0258,189399,189.399,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Anne-Marie",72,"dance",0.155,132794,132.794,"Most Popular",14,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",0,"dance",0.073,131040,131.04,"Least Popular",14,"More songs than average","Artist with more songs than average"
"ILLENIUM",65,"dance",0.0453,183133,183.133,"Most Popular",26,"More songs than average","Artist with more songs than average"
"Cardi B",0,"dance",0.553,284856,284.856,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Becky G",72,"dance",0.133,166529,166.529,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Kaskade",67,"dance",0.287,279692,279.692,"Most Popular",8,"More songs than average","Artist with more songs than average"
"RAYE",72,"dance",0.0405,201373,201.373,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Usher",61,"dance",0.0346,262712,262.712,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Burna Boy",1,"dance",0.165,159124,159.124,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Burna Boy",0,"dance",0.339,195135,195.135,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Burna Boy",0,"dance",0.221,211050,211.05,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Jason Derulo",75,"dance",0.0401,166573,166.573,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Ellie Goulding",0,"dance",0.029,276627,276.627,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Sabrina Carpenter",61,"dance",0.0351,168170,168.17,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Kim Petras",0,"dance",0.219,152308,152.308,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Flo Milli",62,"dance",0.139,137931,137.931,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Ty Dolla $ign",1,"dance",0.0419,143375,143.375,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Ellie Goulding",0,"dance",0.0335,223533,223.533,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Ellie Goulding",0,"dance",0.0304,245853,245.853,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Ellie Goulding",0,"dance",0.305,171701,171.701,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Depeche Mode",73,"dance",0.0259,238946,238.946,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Sabrina Carpenter",59,"dance",0.037,187592,187.592,"Least Popular",20,"More songs than average","Artist with more songs than average"
"T-Pain",46,"dance",0.252,258392,258.392,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Tiësto",67,"dance",0.0795,170156,170.156,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Jax Jones",74,"dance",0.0358,181958,181.958,"Most Popular",5,"More songs than average","Artist with more songs than average"
"Ne-Yo",0,"dance",0.159,176620,176.62,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Lizzo",0,"dance",0.145,222800,222.8,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Jason Derulo",0,"dance",0.172,156300,156.3,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Demi Lovato",0,"dance",0.0288,191721,191.721,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Demi Lovato",0,"dance",0.0669,189162,189.162,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Demi Lovato",0,"dance",0.221,187761,187.761,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Rita Ora",75,"dance",0.0689,150013,150.013,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Demi Lovato",0,"dance",0.0827,308827,308.827,"Least Popular",18,"More songs than average","Artist with more songs than average"
"T-Pain",52,"dance",0.0582,177328,177.328,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Ava Max",69,"dance",0.0357,178010,178.01,"Most Popular",29,"More songs than average","Artist with more songs than average"
"T-Pain",51,"dance",0.0452,222497,222.497,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Jason Derulo",0,"dance",0.0782,242173,242.173,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Lizzo",0,"dance",0.202,197610,197.61,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Madonna",0,"dance",0.0435,201641,201.641,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Madonna",0,"dance",0.0897,245707,245.707,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Jonas Blue",74,"dance",0.033,127004,127.004,"Most Popular",6,"More songs than average","Artist with more songs than average"
"DJ Snake",0,"dance",0.0811,247500,247.5,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Mariah Carey",0,"dance",0.102,233747,233.747,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Meghan Trainor",52,"dance",0.057,184598,184.598,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Bebe Rexha",52,"dance",0.056,220916,220.916,"Least Popular",9,"More songs than average","Artist with more songs than average"
"DJ Snake",0,"dance",0.228,212500,212.5,"Least Popular",14,"More songs than average","Artist with more songs than average"
"DJ Snake",0,"dance",0.103,168649,168.649,"Least Popular",14,"More songs than average","Artist with more songs than average"
"DJ Snake",1,"dance",0.0491,225600,225.6,"Least Popular",14,"More songs than average","Artist with more songs than average"
"DJ Snake",0,"dance",0.0462,153443,153.443,"Least Popular",14,"More songs than average","Artist with more songs than average"
"DJ Snake",2,"dance",0.0564,185195,185.195,"Least Popular",14,"More songs than average","Artist with more songs than average"
"DJ Snake",0,"dance",0.0347,185600,185.6,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Demi Lovato",67,"dance",0.0743,185311,185.311,"Most Popular",18,"More songs than average","Artist with more songs than average"
"T-Pain",47,"dance",0.0515,205919,205.919,"Least Popular",8,"More songs than average","Artist with more songs than average"
"P!nk",67,"dance",0.051,206453,206.453,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Anne-Marie",0,"dance",0.123,150560,150.56,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Anne-Marie",0,"dance",0.0504,202621,202.621,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Flo Rida",1,"dance",0.0787,231400,231.4,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Flo Rida",1,"dance",0.0554,232947,232.947,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Meghan Trainor",48,"dance",0.0817,147498,147.498,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Becky G",0,"dance",0.0514,188333,188.333,"Least Popular",12,"More songs than average","Artist with more songs than average"
"T.I.",57,"dance",0.327,266165,266.165,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Meghan Trainor",46,"dance",0.139,176241,176.241,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Meghan Trainor",45,"dance",0.107,176585,176.585,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Meghan Trainor",45,"dance",0.0638,184181,184.181,"Least Popular",26,"More songs than average","Artist with more songs than average"
"P!nk",66,"dance",0.0448,189267,189.267,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Meghan Trainor",44,"dance",0.0468,196381,196.381,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Dimitri Vegas & Like Mike",70,"dance",0.107,153871,153.871,"Most Popular",10,"More songs than average","Artist with more songs than average"
"Meghan Trainor",44,"dance",0.0544,188447,188.447,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Meghan Trainor",44,"dance",0.0447,188855,188.855,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Felix Jaehn",0,"dance",0.0357,228500,228.5,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Timbaland",0,"dance",0.114,179280,179.28,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Lauv",62,"dance",0.032,184823,184.823,"Least Popular",21,"More songs than average","Artist with more songs than average"
"The Killers",0,"dance",0.069,386280,386.28,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Felix Jaehn",0,"dance",0.0677,170046,170.046,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Felix Jaehn",0,"dance",0.0727,186105,186.105,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Felix Jaehn",0,"dance",0.0714,197059,197.059,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Gryffin",60,"dance",0.0935,235216,235.216,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Timbaland",0,"dance",0.0632,234027,234.027,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Anne-Marie",1,"dance",0.198,233760,233.76,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Niall Horan",57,"dance",0.0285,183644,183.644,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Becky Hill",0,"dance",0.0452,148960,148.96,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Becky Hill",0,"dance",0.0594,227000,227,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Bizarrap",96,"hip-hop",0.0493,218289,218.289,"Most Popular",12,"More songs than average","Artist with more songs than average"
"The Kid LAROI",87,"hip-hop",0.0275,145850,145.85,"Most Popular",40,"More songs than average","Artist with more songs than average"
"NF",83,"hip-hop",0.212,264473,264.473,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Toosii",79,"hip-hop",0.0588,208630,208.63,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Gorillaz",89,"hip-hop",0.056,193464,193.464,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Logic",75,"hip-hop",0.431,315103,315.103,"Most Popular",46,"More songs than average","Artist with more songs than average"
"Cartel De Santa",87,"hip-hop",0.364,265000,265,"Most Popular",5,"More songs than average","Artist with more songs than average"
"NF",77,"hip-hop",0.296,217272,217.272,"Most Popular",12,"More songs than average","Artist with more songs than average"
"$uicideboy$",74,"hip-hop",0.239,195600,195.6,"Most Popular",51,"More songs than average","Artist with more songs than average"
"Gucci Mane",73,"hip-hop",0.277,214594,214.594,"Most Popular",11,"More songs than average","Artist with more songs than average"
"The Kid LAROI",76,"hip-hop",0.0566,170388,170.388,"Most Popular",40,"More songs than average","Artist with more songs than average"
"Quavo",75,"hip-hop",0.0518,185001,185.001,"Most Popular",15,"More songs than average","Artist with more songs than average"
"$uicideboy$",72,"hip-hop",0.0684,166420,166.42,"Most Popular",51,"More songs than average","Artist with more songs than average"
"Cordae",74,"hip-hop",0.35,152372,152.372,"Most Popular",9,"More songs than average","Artist with more songs than average"
"Lil Yachty",73,"hip-hop",0.0854,229805,229.805,"Most Popular",21,"More songs than average","Artist with more songs than average"
"$uicideboy$",72,"hip-hop",0.343,186094,186.094,"Most Popular",51,"More songs than average","Artist with more songs than average"
"Lil Wayne",72,"hip-hop",0.347,180359,180.359,"Most Popular",16,"More songs than average","Artist with more songs than average"
"Babyface Ray",70,"hip-hop",0.327,153392,153.392,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Moneybagg Yo",68,"hip-hop",0.466,159720,159.72,"Most Popular",40,"More songs than average","Artist with more songs than average"
"$uicideboy$",70,"hip-hop",0.198,243200,243.2,"Most Popular",51,"More songs than average","Artist with more songs than average"
"$uicideboy$",70,"hip-hop",0.402,123000,123,"Most Popular",51,"More songs than average","Artist with more songs than average"
"Oliver Tree",77,"hip-hop",0.0561,164541,164.541,"Most Popular",19,"More songs than average","Artist with more songs than average"
"Key Glock",66,"hip-hop",0.0628,222768,222.768,"Most Popular",41,"More songs than average","Artist with more songs than average"
"Russ",68,"hip-hop",0.056,126467,126.467,"Most Popular",28,"More songs than average","Artist with more songs than average"
"NLE Choppa",65,"hip-hop",0.286,170963,170.963,"Most Popular",34,"More songs than average","Artist with more songs than average"
"NLE Choppa",69,"hip-hop",0.204,261825,261.825,"Most Popular",34,"More songs than average","Artist with more songs than average"
"Armani White",70,"hip-hop",0.148,197381,197.381,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"6LACK",69,"hip-hop",0.0317,282001,282.001,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Young Thug",0,"hip-hop",0.0798,210907,210.907,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Young Thug",0,"hip-hop",0.239,177596,177.596,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Young Thug",0,"hip-hop",0.257,165067,165.067,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Young Thug",0,"hip-hop",0.266,159240,159.24,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Young Thug",0,"hip-hop",0.0858,204027,204.027,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Key Glock",65,"hip-hop",0.139,151224,151.224,"Most Popular",41,"More songs than average","Artist with more songs than average"
"$uicideboy$",68,"hip-hop",0.208,146738,146.738,"Most Popular",51,"More songs than average","Artist with more songs than average"
"Daddy Yankee",79,"hip-hop",0.0981,217255,217.255,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Gunna",0,"hip-hop",0.109,193347,193.347,"Least Popular",38,"More songs than average","Artist with more songs than average"
"Gunna",0,"hip-hop",0.187,136267,136.267,"Least Popular",38,"More songs than average","Artist with more songs than average"
"Gunna",0,"hip-hop",0.0466,200000,200,"Least Popular",38,"More songs than average","Artist with more songs than average"
"Logic",67,"hip-hop",0.285,155843,155.843,"Most Popular",46,"More songs than average","Artist with more songs than average"
"NLE Choppa",68,"hip-hop",0.0771,216738,216.738,"Most Popular",34,"More songs than average","Artist with more songs than average"
"BabyTron",65,"hip-hop",0.3,80353,80.353,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Gorillaz",0,"hip-hop",0.165,230426,230.426,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Gorillaz",1,"hip-hop",0.026,233867,233.867,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Young Nudy",67,"hip-hop",0.282,203813,203.813,"Most Popular",18,"More songs than average","Artist with more songs than average"
"Dreamville",68,"hip-hop",0.114,167000,167,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Lil Yachty",68,"hip-hop",0.124,162209,162.209,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Mac Miller",0,"hip-hop",0.231,305350,305.35,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Mac Miller",0,"hip-hop",0.305,241118,241.118,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Mac Miller",0,"hip-hop",0.323,327561,327.561,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Anirudh Ravichander",0,"hip-hop",0.045,304597,304.597,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Key Glock",63,"hip-hop",0.177,169012,169.012,"Most Popular",41,"More songs than average","Artist with more songs than average"
"Gorillaz",71,"hip-hop",0.0661,230141,230.141,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Key Glock",63,"hip-hop",0.313,143360,143.36,"Most Popular",41,"More songs than average","Artist with more songs than average"
"Logic",66,"hip-hop",0.217,290844,290.844,"Most Popular",46,"More songs than average","Artist with more songs than average"
"Joyner Lucas",67,"hip-hop",0.408,301446,301.446,"Most Popular",18,"More songs than average","Artist with more songs than average"
"6LACK",64,"hip-hop",0.0516,184200,184.2,"Most Popular",7,"More songs than average","Artist with more songs than average"
"BigXthaPlug",63,"hip-hop",0.241,157377,157.377,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Lil Yachty",67,"hip-hop",0.0661,190581,190.581,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Macklemore",70,"hip-hop",0.15,173453,173.453,"Most Popular",14,"More songs than average","Artist with more songs than average"
"A$AP Rocky",0,"hip-hop",0.208,162104,162.104,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Dreamville",68,"hip-hop",0.439,95903,95.903,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Lil Yachty",67,"hip-hop",0.161,269245,269.245,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Key Glock",62,"hip-hop",0.361,172464,172.464,"Least Popular",41,"More songs than average","Artist with more songs than average"
"JPEGMAFIA",66,"hip-hop",0.404,107567,107.567,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Russ",66,"hip-hop",0.301,159452,159.452,"Most Popular",28,"More songs than average","Artist with more songs than average"
"Key Glock",62,"hip-hop",0.248,151440,151.44,"Least Popular",41,"More songs than average","Artist with more songs than average"
"DJ Drama",66,"hip-hop",0.421,235711,235.711,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Kevin Roldan",71,"hip-hop",0.241,213600,213.6,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"The Kid LAROI",68,"hip-hop",0.354,120000,120,"Most Popular",40,"More songs than average","Artist with more songs than average"
"Kid Cudi",0,"hip-hop",0.0462,281747,281.747,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Big Scarr",62,"hip-hop",0.129,177984,177.984,"Least Popular",29,"More songs than average","Artist with more songs than average"
"EST Gee",63,"hip-hop",0.352,165972,165.972,"Most Popular",29,"More songs than average","Artist with more songs than average"
"DaBaby",65,"hip-hop",0.279,170435,170.435,"Most Popular",26,"More songs than average","Artist with more songs than average"
"Key Glock",61,"hip-hop",0.346,133008,133.008,"Least Popular",41,"More songs than average","Artist with more songs than average"
"KSI",72,"hip-hop",0.0292,188575,188.575,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Rae Sremmurd",63,"hip-hop",0.233,166875,166.875,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Kodak Black",0,"hip-hop",0.39,239299,239.299,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Kodak Black",0,"hip-hop",0.158,213338,213.338,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Kodak Black",0,"hip-hop",0.212,131809,131.809,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Russ",66,"hip-hop",0.265,145806,145.806,"Most Popular",28,"More songs than average","Artist with more songs than average"
"Kevin Gates",63,"hip-hop",0.219,210397,210.397,"Most Popular",14,"More songs than average","Artist with more songs than average"
"Russ",67,"hip-hop",0.0316,171765,171.765,"Most Popular",28,"More songs than average","Artist with more songs than average"
"Logic",64,"hip-hop",0.177,178182,178.182,"Most Popular",46,"More songs than average","Artist with more songs than average"
"BabyTron",62,"hip-hop",0.265,160601,160.601,"Least Popular",24,"More songs than average","Artist with more songs than average"
"DaBaby",0,"hip-hop",0.345,177987,177.987,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Justin Quiles",76,"hip-hop",0.145,186477,186.477,"Most Popular",11,"More songs than average","Artist with more songs than average"
"DaBaby",1,"hip-hop",0.164,181733,181.733,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Key Glock",61,"hip-hop",0.364,147744,147.744,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Logic",63,"hip-hop",0.222,181370,181.37,"Most Popular",46,"More songs than average","Artist with more songs than average"
"Oliver Tree",1,"hip-hop",0.117,180796,180.796,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Oliver Tree",0,"hip-hop",0.0877,171702,171.702,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Key Glock",61,"hip-hop",0.491,162096,162.096,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Kevin Roldan",72,"hip-hop",0.227,210680,210.68,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Jack Harlow",0,"hip-hop",0.26,227478,227.478,"Least Popular",39,"More songs than average","Artist with more songs than average"
"Jack Harlow",0,"hip-hop",0.36,309327,309.327,"Least Popular",39,"More songs than average","Artist with more songs than average"
"Jack Harlow",0,"hip-hop",0.135,126218,126.218,"Least Popular",39,"More songs than average","Artist with more songs than average"
"Jack Harlow",0,"hip-hop",0.0498,125302,125.302,"Least Popular",39,"More songs than average","Artist with more songs than average"
"Rondodasosa",72,"hip-hop",0.381,196191,196.191,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Gorillaz",68,"hip-hop",0.0359,266338,266.338,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Key Glock",60,"hip-hop",0.125,172080,172.08,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Don Omar",4,"hip-hop",0.115,198787,198.787,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Rae Sremmurd",63,"hip-hop",0.225,189171,189.171,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Yandel",69,"hip-hop",0.143,176293,176.293,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Yandel",72,"hip-hop",0.0422,200507,200.507,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Don Omar",0,"hip-hop",0.0824,177293,177.293,"Least Popular",6,"More songs than average","Artist with more songs than average"
"6LACK",58,"hip-hop",0.161,196933,196.933,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Logic",62,"hip-hop",0.289,252890,252.89,"Least Popular",46,"More songs than average","Artist with more songs than average"
