"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"Diplo",77,"dance",0.0512,169227,169.227,"Most Popular",14,"More songs than average","Artist with more songs than average"
"Dua Lipa",82,"dance",0.0601,203064,203.064,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Ariana Grande",82,"dance",0.0878,172325,172.325,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Dua Lipa",81,"dance",0.0753,203808,203.808,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Ariana Grande",78,"dance",0.094,173711,173.711,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Doja Cat",77,"dance",0.222,134240,134.24,"Most Popular",30,"More songs than average","Artist with more songs than average"
"Ava Max",79,"dance",0.0405,162399,162.399,"Most Popular",29,"More songs than average","Artist with more songs than average"
"Ava Max",79,"dance",0.0473,187436,187.436,"Most Popular",29,"More songs than average","Artist with more songs than average"
"Chris Brown",76,"dance",0.145,176960,176.96,"Most Popular",19,"More songs than average","Artist with more songs than average"
"Ariana Grande",80,"dance",0.0418,228482,228.482,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Ariana Grande",75,"dance",0.0652,167990,167.99,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Tiësto",80,"dance",0.232,164000,164,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",73,"dance",0.108,234334,234.334,"Most Popular",14,"More songs than average","Artist with more songs than average"
"Ariana Grande",74,"dance",0.0555,201882,201.882,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Joel Corry",77,"dance",0.0662,166028,166.028,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Big Sean",72,"dance",0.0867,199758,199.758,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Marshmello",74,"dance",0.0457,172762,172.762,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Wizkid",72,"dance",0.113,248040,248.04,"Most Popular",19,"More songs than average","Artist with more songs than average"
"Ava Max",76,"dance",0.07,174760,174.76,"Most Popular",29,"More songs than average","Artist with more songs than average"
"Lady Gaga",74,"dance",0.0397,182200,182.2,"Most Popular",31,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",69,"dance",0.241,171067,171.067,"Most Popular",44,"More songs than average","Artist with more songs than average"
"Halsey",71,"dance",0.0277,205473,205.473,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Doja Cat",69,"dance",0.0385,284480,284.48,"Most Popular",30,"More songs than average","Artist with more songs than average"
"Dua Lipa",76,"dance",0.0884,221820,221.82,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Kehlani",67,"dance",0.11,167810,167.81,"Most Popular",18,"More songs than average","Artist with more songs than average"
"Selena Gomez",78,"dance",0.0521,194900,194.9,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Kehlani",69,"dance",0.0351,168183,168.183,"Most Popular",18,"More songs than average","Artist with more songs than average"
"Dua Lipa",76,"dance",0.0457,193829,193.829,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Nelly",67,"dance",0.0387,195962,195.962,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Lauv",73,"dance",0.236,162587,162.587,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Jonas Brothers",71,"dance",0.0629,180645,180.645,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Flume",69,"dance",0.0909,139663,139.663,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",65,"dance",0.287,176750,176.75,"Most Popular",44,"More songs than average","Artist with more songs than average"
"Sean Kingston",63,"dance",0.0316,201653,201.653,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"MEDUZA",76,"dance",0.0401,167903,167.903,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Depeche Mode",66,"dance",0.0283,257631,257.631,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Ty Dolla $ign",70,"dance",0.0419,143375,143.375,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Ellie Goulding",69,"dance",0.0644,188067,188.067,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",67,"dance",0.334,155497,155.497,"Most Popular",44,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",64,"dance",0.352,154389,154.389,"Most Popular",44,"More songs than average","Artist with more songs than average"
"Ariana Grande",67,"dance",0.165,149900,149.9,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Halsey",67,"dance",0.0747,181806,181.806,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Ariana Grande",68,"dance",0.0404,208457,208.457,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Jason Derulo",74,"dance",0.041,190306,190.306,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Calvin Harris",69,"dance",0.0454,210795,210.795,"Most Popular",14,"More songs than average","Artist with more songs than average"
"Kygo",71,"dance",0.0357,199549,199.549,"Most Popular",28,"More songs than average","Artist with more songs than average"
"Lauv",73,"dance",0.033,180413,180.413,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Dua Lipa",70,"dance",0.194,194607,194.607,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Mild Minds",67,"dance",0.0768,177089,177.089,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Ashnikko",67,"dance",0.133,146523,146.523,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",64,"dance",0.28,242001,242.001,"Most Popular",44,"More songs than average","Artist with more songs than average"
"Lady Gaga",68,"dance",0.0702,193533,193.533,"Most Popular",31,"More songs than average","Artist with more songs than average"
"Ariana Grande",65,"dance",0.139,200733,200.733,"Most Popular",20,"More songs than average","Artist with more songs than average"
"Niall Horan",68,"dance",0.0482,193090,193.09,"Most Popular",17,"More songs than average","Artist with more songs than average"
"Dua Lipa",73,"dance",0.0339,258004,258.004,"Most Popular",24,"More songs than average","Artist with more songs than average"
"ILLENIUM",62,"dance",0.0835,221000,221,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Shawn Mendes",68,"dance",0.0581,172693,172.693,"Most Popular",18,"More songs than average","Artist with more songs than average"
"FLETCHER",65,"dance",0.102,194750,194.75,"Most Popular",19,"More songs than average","Artist with more songs than average"
"Ella Mai",62,"dance",0.127,217801,217.801,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Marshmello",68,"dance",0.0649,159863,159.863,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Saweetie",62,"dance",0.0677,189496,189.496,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Lauv",69,"dance",0.0328,189907,189.907,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Chloe x Halle",63,"dance",0.055,176787,176.787,"Most Popular",9,"More songs than average","Artist with more songs than average"
"Shawn Mendes",70,"dance",0.0516,178994,178.994,"Most Popular",18,"More songs than average","Artist with more songs than average"
"Ashnikko",62,"dance",0.0452,167157,167.157,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Ashnikko",61,"dance",0.0732,140011,140.011,"Least Popular",15,"More songs than average","Artist with more songs than average"
"5 Seconds of Summer",67,"dance",0.259,158099,158.099,"Most Popular",32,"More songs than average","Artist with more songs than average"
"Sigala",68,"dance",0.0478,218359,218.359,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Ava Max",70,"dance",0.0432,183027,183.027,"Most Popular",29,"More songs than average","Artist with more songs than average"
"Andy Grammer",62,"dance",0.0938,185393,185.393,"Least Popular",9,"More songs than average","Artist with more songs than average"
"HRVY",66,"dance",0.145,170280,170.28,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Shakira",71,"dance",0.0681,190570,190.57,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Kehlani",62,"dance",0.0778,122813,122.813,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Olivia O'Brien",61,"dance",0.148,189125,189.125,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Ava Max",69,"dance",0.0624,180283,180.283,"Most Popular",29,"More songs than average","Artist with more songs than average"
"Selena Gomez",68,"dance",0.0376,161606,161.606,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Martin Garrix",66,"dance",0.0581,174062,174.062,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Lauv",68,"dance",0.0919,232853,232.853,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Lauv",67,"dance",0.0614,198973,198.973,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Madism",71,"dance",0.043,145161,145.161,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Teyana Taylor",63,"dance",0.064,128652,128.652,"Most Popular",5,"More songs than average","Artist with more songs than average"
"John Summit",55,"dance",0.0807,196667,196.667,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Dua Lipa",67,"dance",0.139,208505,208.505,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Aly & AJ",59,"dance",0.0384,218333,218.333,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Rico Nasty",58,"dance",0.226,138353,138.353,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Flo Milli",58,"dance",0.202,163019,163.019,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Imanbek",67,"dance",0.0563,144000,144,"Most Popular",9,"More songs than average","Artist with more songs than average"
"Troye Sivan",61,"dance",0.033,213572,213.572,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Halsey",58,"dance",0.0636,173467,173.467,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Selena Gomez",64,"dance",0.252,162596,162.596,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Selena Gomez",64,"dance",0.0706,220590,220.59,"Most Popular",27,"More songs than average","Artist with more songs than average"
"NOTD",65,"dance",0.124,207668,207.668,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Martin Jensen",64,"dance",0.0382,170614,170.614,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Clean Bandit",69,"dance",0.0344,178374,178.374,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Popcaan",62,"dance",0.17,259651,259.651,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Cash Cash",61,"dance",0.0385,167308,167.308,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"DVBBS",58,"dance",0.0612,150819,150.819,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Lauv",64,"dance",0.144,142773,142.773,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Doja Cat",61,"dance",0.204,206221,206.221,"Least Popular",30,"More songs than average","Artist with more songs than average"
"NGHTMRE",58,"dance",0.257,190682,190.682,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Diplo",58,"dance",0.0332,147261,147.261,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Chris Brown",64,"dance",0.071,230253,230.253,"Most Popular",19,"More songs than average","Artist with more songs than average"
"Lady Gaga",61,"dance",0.123,186653,186.653,"Least Popular",31,"More songs than average","Artist with more songs than average"
"Lady Gaga",64,"dance",0.0374,172133,172.133,"Most Popular",31,"More songs than average","Artist with more songs than average"
"SABAI",62,"dance",0.0482,208552,208.552,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Rina Sawayama",60,"dance",0.146,201060,201.06,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Ariana Grande",60,"dance",0.106,146959,146.959,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Charlotte Lawrence",63,"dance",0.104,184659,184.659,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Kehlani",58,"dance",0.0591,183019,183.019,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Regard",68,"dance",0.0373,176767,176.767,"Most Popular",9,"More songs than average","Artist with more songs than average"
"Lauv",65,"dance",0.078,146375,146.375,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Joel Corry",64,"dance",0.0498,124778,124.778,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Kygo",68,"dance",0.154,208156,208.156,"Most Popular",28,"More songs than average","Artist with more songs than average"
"Diplo",58,"dance",0.0409,172973,172.973,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Two Friends",55,"dance",0.131,153789,153.789,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Diplo",55,"dance",0.0317,150909,150.909,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Sean Kingston",56,"dance",0.031,201973,201.973,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Kehlani",57,"dance",0.0567,278715,278.715,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Mike Perry",65,"dance",0.0544,155122,155.122,"Most Popular",10,"More songs than average","Artist with more songs than average"
"Mild Minds",61,"dance",0.0612,243783,243.783,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Sebastian Ingrosso",55,"dance",0.0455,205440,205.44,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Ariana Grande",60,"dance",0.0374,158436,158.436,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Zedd",61,"dance",0.0243,221466,221.466,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Diplo",61,"dance",0.0565,139810,139.81,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Lauv",63,"dance",0.0748,186613,186.613,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Christina Aguilera",58,"dance",0.0346,166200,166.2,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Niall Horan",61,"dance",0.0554,200029,200.029,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Demi Lovato",58,"dance",0.0495,203672,203.672,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Lady Gaga",67,"dance",0.0623,157707,157.707,"Most Popular",31,"More songs than average","Artist with more songs than average"
"Poppy",59,"dance",0.0497,221499,221.499,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Katy Perry",60,"dance",0.0407,173124,173.124,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Olamide",68,"dance",0.111,171765,171.765,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Chloe x Halle",58,"dance",0.0669,157867,157.867,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Morgan Page",62,"dance",0.0593,150251,150.251,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Black Eyed Peas",53,"dance",0.188,218993,218.993,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Zara Larsson",62,"dance",0.0861,179653,179.653,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Bebe Rexha",61,"dance",0.0458,175873,175.873,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Wizkid",64,"dance",0.153,196147,196.147,"Most Popular",19,"More songs than average","Artist with more songs than average"
"Doja Cat",58,"dance",0.156,212567,212.567,"Least Popular",30,"More songs than average","Artist with more songs than average"
"ILLENIUM",55,"dance",0.0288,366253,366.253,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Jubël",58,"dance",0.0528,147147,147.147,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Megan Thee Stallion",56,"dance",0.117,187941,187.941,"Least Popular",44,"More songs than average","Artist with more songs than average"
"Niall Horan",61,"dance",0.0269,251884,251.884,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Wande Coal",66,"dance",0.36,156084,156.084,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"5 Seconds of Summer",61,"dance",0.0483,186786,186.786,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Cheat Codes",55,"dance",0.042,193838,193.838,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Selena Gomez",61,"dance",0.0661,148776,148.776,"Least Popular",27,"More songs than average","Artist with more songs than average"
"twocolors",68,"dance",0.0568,190488,190.488,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"KSHMR",62,"dance",0.106,184687,184.687,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Chloe x Halle",57,"dance",0.315,255893,255.893,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Ariana Grande",58,"dance",0.208,179861,179.861,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Niall Horan",61,"dance",0.0472,176283,176.283,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Dillon Francis",57,"dance",0.0577,177658,177.658,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Charlie Puth",62,"dance",0.0507,160825,160.825,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Loud Luxury",55,"dance",0.0701,197082,197.082,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Ellie Goulding",60,"dance",0.0604,182627,182.627,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Poppy",57,"dance",0.0737,193500,193.5,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Ariana Grande",57,"dance",0.199,132279,132.279,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",58,"dance",0.0483,214723,214.723,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Jonas Brothers",59,"dance",0.0838,197507,197.507,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Why Don't We",60,"dance",0.119,216504,216.504,"Least Popular",8,"More songs than average","Artist with more songs than average"
"GAMPER & DADONI",66,"dance",0.0966,170786,170.786,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Mike Perry",61,"dance",0.112,146355,146.355,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Rina Sawayama",58,"dance",0.116,181506,181.506,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Selena Gomez",64,"dance",0.0433,226003,226.003,"Most Popular",27,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",54,"dance",0.306,183143,183.143,"Least Popular",44,"More songs than average","Artist with more songs than average"
"Ava Max",66,"dance",0.0389,180348,180.348,"Most Popular",29,"More songs than average","Artist with more songs than average"
"ILLENIUM",58,"dance",0.0384,222400,222.4,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Matoma",54,"dance",0.0945,176640,176.64,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Kygo",64,"dance",0.148,199008,199.008,"Most Popular",28,"More songs than average","Artist with more songs than average"
"Loud Luxury",54,"dance",0.0542,173340,173.34,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Black Eyed Peas",65,"dance",0.0473,249143,249.143,"Most Popular",18,"More songs than average","Artist with more songs than average"
"David Guetta",61,"dance",0.0384,204103,204.103,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Shaggy",54,"dance",0.29,246413,246.413,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Ariana Grande",57,"dance",0.0539,183874,183.874,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Anthony Keyrouz",70,"dance",0.186,136947,136.947,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Marshmello",54,"dance",0.0777,171429,171.429,"Least Popular",22,"More songs than average","Artist with more songs than average"
"5 Seconds of Summer",61,"dance",0.0406,206974,206.974,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Rico Nasty",53,"dance",0.48,120964,120.964,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Kehlani",55,"dance",0.0838,134853,134.853,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Dua Lipa",60,"dance",0.0664,209583,209.583,"Least Popular",24,"More songs than average","Artist with more songs than average"
"DVBBS",57,"dance",0.0343,175082,175.082,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Virginia To Vegas",57,"dance",0.0606,191827,191.827,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Megan Thee Stallion",54,"dance",0.178,170641,170.641,"Least Popular",44,"More songs than average","Artist with more songs than average"
"Kehlani",54,"dance",0.0834,191129,191.129,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Dua Lipa",66,"dance",0.181,156911,156.911,"Most Popular",24,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",55,"dance",0.0669,199971,199.971,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Kygo",61,"dance",0.0589,215361,215.361,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Justin Timberlake",50,"dance",0.0819,221480,221.48,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Kygo",58,"dance",0.134,203947,203.947,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Loud Luxury",52,"dance",0.0358,181957,181.957,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Tchami",56,"dance",0.0536,210001,210.001,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Dimitri Vegas & Like Mike",64,"dance",0.0908,159536,159.536,"Most Popular",10,"More songs than average","Artist with more songs than average"
"NOTD",57,"dance",0.0579,143953,143.953,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Poppy",56,"dance",0.429,182599,182.599,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Selena Gomez",60,"dance",0.0426,189145,189.145,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Chloe x Halle",56,"dance",0.202,255181,255.181,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Brando",59,"dance",0.074,164097,164.097,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Mild Minds",58,"dance",0.0408,173000,173,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Halsey",56,"dance",0.0795,234858,234.858,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Gryffin",53,"dance",0.0687,219354,219.354,"Least Popular",22,"More songs than average","Artist with more songs than average"
"SAYGRACE",56,"dance",0.173,186409,186.409,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Shawn Mendes",60,"dance",0.058,189072,189.072,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Diplo",55,"dance",0.13,170158,170.158,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Jonas Brothers",60,"dance",0.0617,185277,185.277,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Lady Gaga",59,"dance",0.0781,191467,191.467,"Least Popular",31,"More songs than average","Artist with more songs than average"
"Lady Gaga",60,"dance",0.038,177600,177.6,"Least Popular",31,"More songs than average","Artist with more songs than average"
"SABAI",54,"dance",0.0274,177375,177.375,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Kygo",60,"dance",0.0791,198635,198.635,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Britney Spears",55,"dance",0.218,106329,106.329,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Grimes",59,"dance",0.0418,270983,270.983,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Two Friends",51,"dance",0.0945,207086,207.086,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Party Favor",54,"dance",0.0587,93975,93.975,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Ty Dolla $ign",60,"dance",0.113,231618,231.618,"Least Popular",8,"More songs than average","Artist with more songs than average"
"K-391",64,"dance",0.0399,187560,187.56,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Gryffin",56,"dance",0.127,205165,205.165,"Least Popular",22,"More songs than average","Artist with more songs than average"
"5 Seconds of Summer",58,"dance",0.0455,220536,220.536,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Marc Benjamin",63,"dance",0.0384,153750,153.75,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Little Mix",65,"dance",0.057,213693,213.693,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Madison Beer",57,"dance",0.177,141949,141.949,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Hailee Steinfeld",59,"dance",0.18,216084,216.084,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",53,"dance",0.177,166906,166.906,"Least Popular",44,"More songs than average","Artist with more songs than average"
"Omah Lay",62,"dance",0.176,138653,138.653,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Sia",60,"dance",0.0683,205208,205.208,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Niall Horan",58,"dance",0.134,168924,168.924,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Marcus Layton",65,"dance",0.0791,151989,151.989,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Kim Petras",56,"dance",0.107,117650,117.65,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Kehlani",53,"dance",0.229,165009,165.009,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Danna Paola",70,"dance",0.0926,182600,182.6,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Shawn Mendes",62,"dance",0.0807,202357,202.357,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Big Sean",54,"dance",0.31,231352,231.352,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Sigala",54,"dance",0.13,212393,212.393,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Dua Lipa",59,"dance",0.0917,218754,218.754,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Mild Minds",58,"dance",0.0456,288387,288.387,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Dua Lipa",59,"dance",0.151,208000,208,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Lauv",58,"dance",0.0353,252337,252.337,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Allie X",60,"dance",0.0396,172880,172.88,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Loud Luxury",52,"dance",0.0421,176389,176.389,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Saweetie",57,"dance",0.0489,168018,168.018,"Least Popular",9,"More songs than average","Artist with more songs than average"
"SLANDER",51,"dance",0.065,203200,203.2,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Sage The Gemini",60,"dance",0.068,130359,130.359,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Niall Horan",57,"dance",0.0629,197890,197.89,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Wizkid",58,"dance",0.281,262973,262.973,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Katy Perry",58,"dance",0.243,166898,166.898,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Ne-Yo",52,"dance",0.147,208216,208.216,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Tyga",54,"dance",0.216,174067,174.067,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Brando",61,"dance",0.032,152195,152.195,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Kygo",54,"dance",0.12,223716,223.716,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Charlie Puth",58,"dance",0.0421,177438,177.438,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Kranium",59,"dance",0.392,136827,136.827,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"BEAUZ",59,"dance",0.0617,174084,174.084,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Big Sean",54,"dance",0.0482,136462,136.462,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Lady Gaga",58,"dance",0.0342,161733,161.733,"Least Popular",31,"More songs than average","Artist with more songs than average"
"FLETCHER",56,"dance",0.0735,194750,194.75,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Major Lazer",48,"dance",0.037,396190,396.19,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"5 Seconds of Summer",57,"dance",0.0374,192737,192.737,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Jai Wolf",51,"dance",0.0251,218000,218,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Halsey",54,"dance",0.186,143364,143.364,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Halsey",56,"dance",0.0546,211784,211.784,"Least Popular",27,"More songs than average","Artist with more songs than average"
"VINAI",66,"dance",0.049,182000,182,"Most Popular",8,"More songs than average","Artist with more songs than average"
